fiscal_year,month,upi_remitter_banks,total_volume,approved,bd,td,total_debit_reversal_count,debit_reversal_success,units,notes
2022-23,January,Indian Overseas Bank,104.67,94.07,5.14,0.79,0.48,95.9,"total_volume in millions, approved in percentage, bd in percentage, td in percentage, total_debit_reversal_count in millions, debit_reversal_success in percentage",Good Performance
2022-23,January,Jammu and Kashmir Bank,24.02,91.59,7.25,1.16,0.13,83.03,"total_volume in millions, approved in percentage, bd in percentage, td in percentage, total_debit_reversal_count in millions, debit_reversal_success in percentage",Good Performance
2022-23,January,Karnataka Bank,68.47,89.4,9.21,1.39,0.25,77.61,"total_volume in millions, approved in percentage, bd in percentage, td in percentage, total_debit_reversal_count in millions, debit_reversal_success in percentage",Moderate Performance
2022-23,January,Karur Vysya Bank,43.55,92.38,6.94,0.68,0.19,79.74,"total_volume in millions, approved in percentage, bd in percentage, td in percentage, total_debit_reversal_count in millions, debit_reversal_success in percentage",Good Performance
2022-23,January,Kerala Gramin Bank,14.62,88.71,10.47,0.82,0.08,86.36,"total_volume in millions, approved in percentage, bd in percentage, td in percentage, total_debit_reversal_count in millions, debit_reversal_success in percentage",Moderate Performance
2022-23,January,Kotak Mahindra Bank,371.3,94.43,4.72,0.85,2.26,15.2,"total_volume in millions, approved in percentage, bd in percentage, td in percentage, total_debit_reversal_count in millions, debit_reversal_success in percentage",Good Performance
2022-23,January,Maharashtra Gramin Bank,16.24,79.69,14.63,5.68,0.15,36.27,"total_volume in millions, approved in percentage, bd in percentage, td in percentage, total_debit_reversal_count in millions, debit_reversal_success in percentage",Poor Performance
2022-23,January,Paytm Payments Bank,389.61,96.32,3.61,0.07,0.9,89.58,"total_volume in millions, approved in percentage, bd in percentage, td in percentage, total_debit_reversal_count in millions, debit_reversal_success in percentage",Excellent Performance
2022-23,January,Pragathi Krishna Gramin Bank,16.31,86.54,12.68,0.78,0.09,92.02,"total_volume in millions, approved in percentage, bd in percentage, td in percentage, total_debit_reversal_count in millions, debit_reversal_success in percentage",Moderate Performance
2022-23,January,Punjab National Bank,364.04,92.81,5.57,1.62,3.46,53.26,"total_volume in millions, approved in percentage, bd in percentage, td in percentage, total_debit_reversal_count in millions, debit_reversal_success in percentage",Good Performance
2022-23,January,Punjab and Sind Bank,20.36,82.29,16.78,0.94,0.15,69.58,"total_volume in millions, approved in percentage, bd in percentage, td in percentage, total_debit_reversal_count in millions, debit_reversal_success in percentage",Moderate Performance
2022-23,January,RBL,10.64,90.93,7.44,1.63,0.07,72.58,"total_volume in millions, approved in percentage, bd in percentage, td in percentage, total_debit_reversal_count in millions, debit_reversal_success in percentage",Good Performance
2022-23,January,Rajasthan Marudhara Gramin Bank,13.29,80.76,11.92,7.32,0.13,29.85,"total_volume in millions, approved in percentage, bd in percentage, td in percentage, total_debit_reversal_count in millions, debit_reversal_success in percentage",Moderate Performance
2022-23,January,Saraswat Bank,16.14,95.6,3.84,0.55,0.05,74.67,"total_volume in millions, approved in percentage, bd in percentage, td in percentage, total_debit_reversal_count in millions, debit_reversal_success in percentage",Excellent Performance
2022-23,January,Sarva Haryana Gramin Bank,10.72,79.36,11.31,9.33,0.1,49.73,"total_volume in millions, approved in percentage, bd in percentage, td in percentage, total_debit_reversal_count in millions, debit_reversal_success in percentage",Poor Performance
2022-23,January,South Indian Bank,33.93,94.46,5.26,0.28,0.11,87.34,"total_volume in millions, approved in percentage, bd in percentage, td in percentage, total_debit_reversal_count in millions, debit_reversal_success in percentage",Good Performance
2022-23,January,Standard Chartered,19.02,96.35,2.67,0.98,0.1,84.74,"total_volume in millions, approved in percentage, bd in percentage, td in percentage, total_debit_reversal_count in millions, debit_reversal_success in percentage",Excellent Performance
2022-23,January,State Bank Of India,2153.2,91.62,6.19,2.2,12,96,"total_volume in millions, approved in percentage, bd in percentage, td in percentage, total_debit_reversal_count in millions, debit_reversal_success in percentage",Good Performance
2022-23,January,Tamilnad Mercantile Bank,21.15,90.07,8.34,1.59,0.11,54,"total_volume in millions, approved in percentage, bd in percentage, td in percentage, total_debit_reversal_count in millions, debit_reversal_success in percentage",Good Performance
2022-23,January,UCO Bank,92.46,93.03,6.03,0.94,0.61,68.02,"total_volume in millions, approved in percentage, bd in percentage, td in percentage, total_debit_reversal_count in millions, debit_reversal_success in percentage",Good Performance
2022-23,January,Ujjivan Small Finance Bank,22.65,88.59,6.97,4.44,0.21,49.41,"total_volume in millions, approved in percentage, bd in percentage, td in percentage, total_debit_reversal_count in millions, debit_reversal_success in percentage",Moderate Performance
2022-23,January,Union Bank of India,500.43,93,6.6,0.4,2.31,81.66,"total_volume in millions, approved in percentage, bd in percentage, td in percentage, total_debit_reversal_count in millions, debit_reversal_success in percentage",Good Performance
2022-23,January,Yes Bank Ltd,75.46,95.4,3.91,0.69,0.18,91.05,"total_volume in millions, approved in percentage, bd in percentage, td in percentage, total_debit_reversal_count in millions, debit_reversal_success in percentage",Excellent Performance
2022-23,December,AU small Finance Bank,21.24,93.14,5.81,1.05,0.09,88.71,"total_volume in millions, approved in percentage, bd in percentage, td in percentage, total_debit_reversal_count in millions, debit_reversal_success in percentage",Good Performance
2022-23,December,Airtel Payments Bank,154.16,84.9,14.55,0.56,2.89,55.9,"total_volume in millions, approved in percentage, bd in percentage, td in percentage, total_debit_reversal_count in millions, debit_reversal_success in percentage",Moderate Performance
2022-23,December,Andhra Pradesh Grameena Vikas Bank,17.34,82.8,13.36,3.84,0.1,93.76,"total_volume in millions, approved in percentage, bd in percentage, td in percentage, total_debit_reversal_count in millions, debit_reversal_success in percentage",Moderate Performance
2022-23,December,Andhra Pragathi Grameena Bank,10.58,79.84,14.92,5.24,0.07,70.93,"total_volume in millions, approved in percentage, bd in percentage, td in percentage, total_debit_reversal_count in millions, debit_reversal_success in percentage",Poor Performance
2022-23,December,Axis Bank Ltd,397.64,95.47,4.24,0.29,1.93,85.19,"total_volume in millions, approved in percentage, bd in percentage, td in percentage, total_debit_reversal_count in millions, debit_reversal_success in percentage",Excellent Performance
2022-23,December,Bandhan Bank,33.77,89.66,8.33,2.01,0.18,90.1,"total_volume in millions, approved in percentage, bd in percentage, td in percentage, total_debit_reversal_count in millions, debit_reversal_success in percentage",Moderate Performance
2022-23,December,Bank of Baroda,509.92,88.84,6.3,4.86,5.54,72.57,"total_volume in millions, approved in percentage, bd in percentage, td in percentage, total_debit_reversal_count in millions, debit_reversal_success in percentage",Moderate Performance
2022-23,December,Bank of India,268.67,94.98,4.81,0.2,1.57,73.26,"total_volume in millions, approved in percentage, bd in percentage, td in percentage, total_debit_reversal_count in millions, debit_reversal_success in percentage",Good Performance
2022-23,December,Bank of Maharashtra,93.22,92.99,4.78,2.23,0.76,53.95,"total_volume in millions, approved in percentage, bd in percentage, td in percentage, total_debit_reversal_count in millions, debit_reversal_success in percentage",Good Performance
2022-23,December,Baroda Rajasthan Kshetriya Gramin Bank,7.68,85.52,11.49,2.99,0.17,47.53,"total_volume in millions, approved in percentage, bd in percentage, td in percentage, total_debit_reversal_count in millions, debit_reversal_success in percentage",Moderate Performance
2022-23,December,Baroda UP Gramin Bank,8.57,82.44,13.17,4.4,0.09,56.53,"total_volume in millions, approved in percentage, bd in percentage, td in percentage, total_debit_reversal_count in millions, debit_reversal_success in percentage",Moderate Performance
2022-23,December,Canara Bank,361,92.66,6.85,0.49,2.62,93.23,"total_volume in millions, approved in percentage, bd in percentage, td in percentage, total_debit_reversal_count in millions, debit_reversal_success in percentage",Good Performance
2022-23,December,Central Bank Of India,128.39,88.58,9.87,1.55,0.57,99.15,"total_volume in millions, approved in percentage, bd in percentage, td in percentage, total_debit_reversal_count in millions, debit_reversal_success in percentage",Moderate Performance
2022-23,December,Citibank,19.24,94.91,4.13,0.97,0.15,44.43,"total_volume in millions, approved in percentage, bd in percentage, td in percentage, total_debit_reversal_count in millions, debit_reversal_success in percentage",Good Performance
2022-23,December,City Union Bank,24.42,92.51,6.51,0.98,0.14,84.01,"total_volume in millions, approved in percentage, bd in percentage, td in percentage, total_debit_reversal_count in millions, debit_reversal_success in percentage",Good Performance
